Accel_x,Accel_y,Accel_z,Gyr_x,Gyr_y,Gyr_z
-0.31,0.08,0.01,-15.89,-36.75,43.68
-0.37,0.17,0,-11.55,-43.68,40.11
-0.41,0.25,0.02,-7.91,-37.94,35.77
-0.43,0.3,0.02,-8.12,-33.32,31.5
-0.44,0.35,0.04,-6.16,-30.52,26.67
-0.46,0.39,0.09,-3.29,-27.23,20.65
-0.49,0.44,0.14,-4.2,-24.08,10.57
-0.52,0.44,0.16,-6.65,-20.44,1.96
-0.55,0.41,0.18,-8.12,-18.27,-6.16
-0.54,0.36,0.19,-9.24,-15.05,-14.35
-0.51,0.32,0.18,-9.38,-10.22,-21.49
-0.47,0.28,0.2,-7.28,-4.2,-28.28
-0.46,0.25,0.22,-3.85,1.26,-35.77
-0.43,0.22,0.19,1.61,8.89,-41.3
-0.42,0.2,0.17,7.07,19.95,-46.41
-0.69,0.24,0.41,21.28,6.79,-38.57
-1.43,0.59,1.04,68.25,-28.35,-6.44
-1.76,1.18,0.98,80.15,9.31,40.95
-1.81,1.37,0.18,2.87,44.8,6.23
-1.67,0.49,-0.1,-35.91,24.43,-45.5
-1.17,0.2,-0.12,-40.32,10.64,-64.4
-0.58,-0.11,-0.18,-41.93,9.1,-64.75
-0.33,-0.24,0.33,-3.29,22.89,-52.36
-0.58,0.05,0.47,22.61,58.45,-39.69
-0.91,0.39,0.06,48.86,73.22,-40.81
-0.98,0.44,-0.1,47.11,69.44,-45.92
-0.93,-0.03,-0.03,34.16,68.53,-41.09
-0.94,-0.07,-0.21,50.33,73.99,-38.78
-1.13,0.09,-0.33,77.7,76.86,-41.72
-1.22,0.19,-0.31,84.7,73.71,-46.48
-1.18,0.12,-0.23,79.66,72.38,-49.28
-1.05,0.06,-0.3,78.75,77.63,-50.82
-0.96,0.03,-0.31,90.58,82.46,-48.51
-0.91,0.16,-0.32,99.05,87.36,-50.19
-0.94,0.22,-0.36,98.35,85.33,-51.17
-0.96,0.21,-0.35,93.59,83.16,-50.05
-0.98,0.17,-0.33,91.98,79.31,-48.09
-0.98,0.13,-0.35,90.86,75.67,-44.87
-1,0.08,-0.37,95.69,69.65,-41.09
-1.04,-0.01,-0.38,110.25,62.51,-35.14
-1.08,-0.05,-0.39,125.72,55.37,-30.94
-1.15,-0.05,-0.41,136.78,42.49,-28.56
-1.17,-0.03,-0.43,140.77,32.62,-28.42
-1.18,0,-0.46,134.54,25.41,-31.64
-1.18,0.03,-0.44,130.27,23.73,-35.91
-1.18,0.08,-0.45,122.43,21.98,-41.72
-1.18,0.12,-0.43,115.08,18.97,-49.35
-1.18,0.18,-0.43,106.68,14.98,-54.95
-1.14,0.22,-0.44,97.79,11.76,-59.29
-1.1,0.28,-0.43,84.98,11.97,-64.12
-1.06,0.33,-0.46,72.38,11.48,-67.9
-1.02,0.35,-0.45,59.36,12.04,-72.8
-0.98,0.32,-0.43,50.33,11.83,-77.91
-0.92,0.22,-0.38,45.01,11.62,-81.76
-0.87,0.12,-0.35,55.09,16.8,-80.71
-0.87,0.07,-0.29,59.57,19.88,-79.52
-0.87,0.03,-0.29,70.84,22.89,-76.09
-0.84,0.01,-0.33,71.12,26.53,-74.48
-0.82,-0.02,-0.3,71.26,32.2,-70.98
-0.82,-0.01,-0.3,65.66,31.36,-71.05
-0.79,-0.09,-0.44,66.15,29.89,-65.03
-0.7,-0.17,-0.44,72.38,30.87,-58.38
-0.72,-0.1,-0.38,73.08,29.89,-53.13
-0.77,-0.03,-0.28,63.07,33.81,-49.56
-0.83,0.02,-0.18,49.14,39.76,-47.18
-0.86,0.01,-0.19,44.38,41.72,-45.22
-0.92,0.03,-0.2,45.78,40.32,-41.93
-0.95,0.07,-0.23,49.14,37.31,-39.13
-0.98,0.1,-0.27,50.47,32.76,-37.1
-0.98,0.12,-0.3,49,28.91,-37.31
-0.96,0.14,-0.35,42.35,25.69,-38.99
-0.94,0.19,-0.35,30.73,25.27,-40.6
-0.92,0.18,-0.35,20.79,24.29,-41.23
-0.9,0.14,-0.36,13.79,22.05,-40.88
-0.9,0.13,-0.37,5.74,19.74,-40.53
-0.94,0.14,-0.37,-0.42,19.39,-38.99
-0.93,0.06,-0.36,-5.46,22.68,-42
-0.94,0.02,-0.34,-9.1,24.15,-43.82
-0.94,-0.01,-0.31,-7.28,24.78,-43.4
-0.94,-0.04,-0.3,-2.17,23.24,-42.84
-0.94,-0.07,-0.28,2.59,18.9,-42.77
-0.94,-0.09,-0.28,6.86,12.67,-41.37
-0.94,-0.12,-0.31,11.34,7.7,-38.43
-0.94,-0.14,-0.35,18.06,3.92,-34.51
-0.94,-0.15,-0.4,21.35,1.82,-31.08
-0.94,-0.16,-0.45,21.91,0.91,-28.7
-0.94,-0.17,-0.47,19.81,0.35,-26.74
-0.97,-0.14,-0.51,14.49,-0.42,-27.51
-1,-0.13,-0.55,8.47,-0.63,-28.56
-1.02,-0.18,-0.59,3.29,0.07,-29.96
-1.02,-0.23,-0.61,3.92,0.28,-30.52
-1.02,-0.28,-0.62,3.85,1.12,-31.36
-1.02,-0.31,-0.6,0.63,0.98,-33.46
-1.04,-0.31,-0.55,-5.39,0.14,-37.59
-1.08,-0.29,-0.5,-11.55,-1.82,-38.78
-1.19,-0.27,-0.46,-14.28,-4.13,-37.94
-1.27,-0.25,-0.44,-13.44,-8.05,-36.05
-1.34,-0.26,-0.43,-12.04,-12.11,-32.76
-1.38,-0.25,-0.44,-8.68,-16.87,-27.72
-1.38,-0.24,-0.42,-5.11,-21.14,-18.69
-1.36,-0.19,-0.37,-1.47,-26.46,-9.03
-1.34,-0.16,-0.31,2.87,-35.77,1.82
-1.32,-0.12,-0.23,6.93,-45.15,14.14
-1.32,-0.08,-0.15,8.75,-53.2,26.53
-1.34,-0.04,-0.1,7.42,-57.75,38.29
-1.37,0.05,-0.09,1.61,-58.17,48.86
-1.39,0.19,-0.13,-7.7,-56.35,59.57
-1.38,0.28,-0.18,-14.91,-51.87,69.37
-1.39,0.32,-0.22,-13.72,-49.77,81.97
-1.39,0.32,-0.24,3.43,-53.83,95.55
-1.32,0.32,-0.33,15.19,-57.4,109.34
-1.28,0.26,-0.45,22.4,-59.85,121.31
-1.25,0.17,-0.52,23.38,-66.43,128.94
-1.24,0.04,-0.63,13.58,-73.78,130.41
-1.2,-0.08,-0.73,-6.65,-64.68,126.77
-1.34,-0.23,-0.67,-16.94,-63.35,119.07
-1.37,-0.34,-0.62,-16.66,-64.19,109.41
-1.35,-0.36,-0.44,-23.73,-54.04,105.42
-1.21,-0.37,-0.41,-31.99,-49.98,113.26
-1.06,-0.4,-0.28,-26.32,-37.38,130.27
-1.08,-0.4,-0.19,-29.68,-15.96,137.48
-1.04,-0.35,-0.12,-38.78,-4.48,140.35
-0.98,-0.3,-0.11,-44.03,0.49,143.71
-0.97,-0.21,-0.24,-48.16,-3.01,150.15
-0.93,-0.21,-0.42,-43.54,-5.74,157.64
-0.87,0.05,-0.6,-48.93,-7.21,155.19
-0.95,0.27,-0.62,-53.34,-24.99,151.62
-1,0.36,-0.56,-48.44,-46.9,145.74
-1,0.43,-0.43,-50.68,-62.23,132.51
-0.99,0.47,-0.35,-80.92,-66.99,119.49
-0.97,0.44,-0.19,-109.06,-66.36,108.22
-0.91,0.32,-0.22,-137.55,-71.19,96.46
-0.84,0.19,-0.33,-160.65,-78.61,83.58
-0.75,0.03,-0.4,-172.41,-84.91,73.01
-0.69,-0.06,-0.39,-174.86,-95.06,67.62
-0.64,-0.17,-0.31,-173.88,-99.47,59.92
-0.57,-0.27,-0.26,-169.75,-98.42,51.73
-0.47,-0.37,-0.23,-162.26,-97.02,42.77
-0.26,-0.51,-0.18,-143.71,-84.98,36.68
-0.26,-0.55,-0.11,-124.18,-75.88,31.22
-0.19,-0.53,-0.07,-103.88,-63.91,30.31
-0.18,-0.43,-0.04,-86.31,-48.79,29.47
-0.2,-0.34,-0.04,-71.54,-37.31,30.66
-0.22,-0.22,-0.04,-56.63,-24.99,31.57
-0.25,-0.12,-0.05,-44.24,-13.09,32.62
-0.3,-0.01,-0.04,-30.87,-2.73,32.06
-0.36,0.09,-0.02,-20.16,6.02,29.61
-0.43,0.19,-0.01,-13.58,12.46,24.57
-0.5,0.24,0.03,-8.61,16.1,17.15
-0.55,0.26,0.1,-6.44,18.34,8.33
-0.58,0.25,0.15,-6.86,21.42,-0.98
-0.61,0.25,0.14,-6.02,25.13,-10.08
-0.63,0.22,0.13,-3.78,28.98,-18.97
-0.66,0.15,0.16,3.08,31.01,-28.28
-0.79,0.16,0.37,20.72,21.77,-25.13
-0.99,0.47,0.51,43.33,32.48,-10.78
-1.09,0.69,0.37,34.79,63.84,-13.44
-1.16,0.57,0.04,-3.29,74.9,-42.77
-1.12,0.24,-0.23,-16.03,69.72,-59.15
-1.05,0.05,-0.17,-1.33,61.81,-52.08
-1.13,0.08,0.17,15.82,66.78,-33.46
-1.41,0.46,0.17,18.41,69.37,-26.67
-1.59,0.72,-0.2,24.08,47.74,-35.63
-1.45,0.55,-0.21,3.01,24.22,-45.08
-1.26,0.16,-0.01,-9.59,36.26,-50.54
-1.16,-0.01,-0.23,0.49,47.04,-58.8
-1.03,-0.08,-0.36,22.75,52.5,-70.56
-0.99,-0.07,-0.3,43.05,55.86,-71.12
-1.03,0.02,-0.23,49.91,62.44,-67.06
-1.03,0.11,-0.29,50.68,62.23,-62.58
-1.03,0.13,-0.33,54.11,59.5,-57.12
-1.02,0.11,-0.33,56.98,57.12,-54.6
-1.03,0.08,-0.36,59.78,56,-55.37
-1.03,0.03,-0.39,64.19,54.11,-56.42
-1,0.01,-0.41,73.01,50.89,-52.85
-0.98,0.02,-0.43,84.63,44.8,-48.16
-0.97,0.03,-0.43,98.07,37.31,-43.26
-0.96,0.07,-0.44,102.34,30.8,-39.48
-0.96,0.11,-0.48,100.17,27.02,-37.94
-0.94,0.13,-0.5,95.9,26.81,-37.73
-0.95,0.14,-0.49,90.86,29.54,-37.8
-1.11,0.16,-0.49,84,32.34,-40.04
-1.06,0.16,-0.48,83.93,29.54,-42.14
-1.06,0.2,-0.46,83.16,27.16,-43.89
-1.04,0.23,-0.44,79.03,25.62,-45.36
-1.02,0.3,-0.43,67.69,24.43,-48.93
-0.99,0.32,-0.42,58.1,23.45,-54.95
-0.94,0.35,-0.42,44.8,22.96,-61.04
-0.93,0.34,-0.43,31.71,22.54,-67.41
-0.94,0.29,-0.38,23.52,22.19,-73.64
-0.96,0.23,-0.33,23.03,20.02,-77.77
-0.98,0.19,-0.18,24.08,19.6,-80.99
-1,0.02,-0.13,35.49,20.02,-80.43
-0.98,0.01,-0.05,47.32,20.58,-75.46
-0.97,-0.09,-0.07,52.64,20.44,-72.8
-0.91,-0.16,-0.15,63.56,18.34,-69.44
-0.82,-0.14,-0.25,71.89,20.93,-65.8
-0.79,-0.16,-0.34,70.77,22.33,-61.11
-0.72,-0.19,-0.39,61.11,18.76,-60.69
-0.68,-0.16,-0.34,43.12,17.99,-59.85
-0.74,-0.09,-0.23,36.47,24.78,-54.6
-0.81,0.01,-0.14,36.26,33.11,-50.19
-0.9,0.08,-0.16,37.59,34.09,-45.64
-0.95,0.14,-0.22,39.34,30.87,-42.56
-0.98,0.21,-0.24,34.79,26.53,-42.77
-0.97,0.22,-0.3,24.78,24.71,-43.54
-0.94,0.19,-0.33,15.33,25.41,-44.24
-0.97,0.19,-0.35,10.01,25.76,-44.94
-0.95,0.12,-0.35,4.62,25.2,-48.79
-0.92,0.08,-0.35,-0.84,24.78,-49.49
-0.87,0.04,-0.34,-12.04,26.74,-48.02
-0.88,-0.01,-0.33,-13.93,28.56,-45.85
-0.9,-0.05,-0.33,-13.79,30.03,-45.36
-0.91,-0.08,-0.34,-11.69,28.91,-44.31
-0.94,-0.08,-0.32,-13.23,25.9,-43.96
-0.97,-0.08,-0.28,-12.74,20.86,-44.38
-0.98,-0.06,-0.25,-8.47,12.67,-43.47
-0.96,-0.02,-0.23,-4.2,4.13,-41.51
-0.93,0,-0.26,-0.63,0.07,-39.76
-0.89,0,-0.31,1.47,-1.61,-39.55
-0.86,-0.03,-0.36,3.08,-1.4,-38.92
-0.84,-0.12,-0.42,7.63,1.26,-36.96
-0.85,-0.21,-0.45,12.04,3.29,-36.26
-0.88,-0.27,-0.5,10.64,4.27,-37.24
-0.94,-0.24,-0.52,4.41,4.27,-38.08
-1.02,-0.21,-0.58,-0.98,1.75,-39.06
-1.1,-0.17,-0.62,-6.23,-1.33,-38.99
-1.18,-0.17,-0.65,-10.5,-4.48,-38.08
-1.22,-0.2,-0.66,-14.07,-7.77,-37.45
-1.25,-0.27,-0.63,-16.52,-7.98,-35.84
-1.33,-0.32,-0.5,-15.61,-7.07,-31.99
-1.47,-0.34,-0.4,-10.85,-10.85,-24.92
-1.6,-0.32,-0.35,-0.35,-20.58,-14.91
-1.69,-0.26,-0.29,7.07,-32.9,-1.12
-1.75,-0.23,-0.16,12.6,-47.39,12.11
-1.68,-0.16,-0.05,18.27,-60.62,27.86
-1.56,-0.07,-0.03,20.44,-61.11,44.24
-1.46,0.01,-0.07,25.97,-57.61,60.41
-1.37,0.08,-0.15,30.17,-54.46,73.64
-1.31,0.12,-0.22,28.21,-54.25,82.39
-1.27,0.12,-0.26,24.15,-54.53,88.83
-1.26,0.12,-0.28,26.18,-54.32,92.82
-1.26,0.14,-0.31,23.66,-55.65,95.34
-1.27,0.18,-0.31,10.29,-55.02,97.3
-1.3,0.24,-0.35,-2.73,-53.97,100.45
-1.3,0.23,-0.42,-6.44,-51.38,104.09
-1.3,0.2,-0.45,0.07,-48.86,110.81
-1.27,0.17,-0.52,0,-49.7,115.5
-1.16,0.06,-0.5,0.28,-44.8,120.19
-1.21,-0.04,-0.49,-10.43,-47.53,118.09
-1.18,-0.19,-0.38,-22.82,-50.4,113.12
-1.11,-0.34,-0.34,-26.67,-48.23,110.39
-1.02,-0.47,-0.36,-29.75,-46.13,113.96
-0.95,-0.52,-0.33,-30.94,-34.44,124.46
-1.01,-0.42,-0.33,-24.57,-26.53,130.34
-1,-0.27,-0.28,-23.66,-20.51,131.74
-1.01,-0.13,-0.22,-29.12,-15.96,132.86
-1.03,-0.06,-0.14,-27.51,-10.78,136.01
-1.01,0.02,-0.19,-21.98,-3.01,140.56
-0.97,0.09,-0.27,-38.15,0.91,138.6
-0.96,0.09,-0.37,-56.07,-3.57,135.17
-0.95,0.18,-0.47,-68.95,-34.86,127.4
-0.93,0.23,-0.5,-76.09,-43.4,119.56
-0.91,0.27,-0.45,-77.91,-55.09,112.07
-0.9,0.32,-0.37,-85.89,-62.44,104.72
-0.89,0.34,-0.2,-99.05,-63.42,95.41
-0.88,0.3,-0.16,-115.99,-60.9,81.97
-0.84,0.16,-0.2,-130.9,-65.66,72.03
-0.74,0.08,-0.25,-144.62,-69.3,65.1
-0.67,-0.01,-0.28,-147.28,-71.54,62.44
-0.65,-0.11,-0.25,-143.36,-75.81,60.97
-0.63,-0.18,-0.22,-139.65,-78.82,57.89
-0.56,-0.22,-0.18,-133.84,-77.14,53.9
-0.51,-0.27,-0.14,-124.46,-75.46,50.4
-0.44,-0.32,-0.1,-110.53,-68.95,50.68
-0.36,-0.33,-0.06,-93.94,-57.96,52.43
-0.34,-0.31,-0.02,-76.51,-49.7,52.85
-0.33,-0.25,0.02,-59.43,-40.11,51.45
-0.35,-0.15,0.05,-49.98,-29.33,48.02
-0.38,-0.05,0.04,-44.73,-18.69,43.61
-0.39,0.07,0.01,-41.23,-10.43,33.95
-0.41,0.16,-0.01,-39.62,-5.04,24.99
-0.43,0.2,-0.01,-34.51,-1.19,16.87
-0.46,0.22,0.02,-26.46,3.22,9.03
-0.5,0.24,0.04,-22.75,7.07,1.19
-0.51,0.23,0.09,-19.53,10.08,-6.3
-0.53,0.2,0.12,-15.54,13.58,-14.42
-0.54,0.16,0.15,-9.31,17.78,-19.25
-0.55,0.13,0.17,-2.87,24.36,-23.1
-0.57,0.1,0.17,4.48,30.38,-26.88
-0.61,0.1,0.16,14.63,37.03,-29.47
-0.65,0.09,0.15,23.66,42.07,-32.9
-0.82,0.07,0.36,40.53,37.38,-32.76
-1.08,0.27,0.55,66.71,28.7,-11.9
-1.3,0.86,0.55,74.13,46.55,4.55
-1.5,1.16,0.1,33.11,81.34,-6.58
-1.63,0.94,-0.33,-13.44,70.28,-27.93
-1.49,0.7,-0.36,-11.97,53.34,-38.92
-1.37,0.41,-0.09,-11.06,36.96,-45.22
-1.23,0.25,0.08,-16.38,29.89,-49.07
-0.96,0.33,0.02,-26.39,24.78,-61.32
-0.7,0.16,-0.02,-32.83,39.83,-73.36
-0.68,-0.03,-0.01,-16.38,55.16,-74.76
-0.79,-0.04,-0.14,14.07,65.66,-67.55
-0.96,0.06,-0.35,38.29,68.6,-54.39
-1.11,0.18,-0.38,52.92,67.06,-42.91
-1.22,0.25,-0.28,51.66,66.36,-41.44
-1.25,0.22,-0.27,40.81,65.59,-48.44
-1.18,0.14,-0.37,37.31,60.83,-53.48
-1.07,0.09,-0.4,44.45,57.96,-54.04
-1.01,0.06,-0.37,55.16,58.1,-54.32
-0.98,0.06,-0.35,61.95,58.52,-51.52
-0.96,0.05,-0.32,71.61,60.48,-47.67
-0.98,0.05,-0.33,82.11,56.84,-42.63
-0.98,0.05,-0.34,89.95,50.33,-40.18
-1.02,0.07,-0.34,95.55,40.39,-40.11
-1.05,0.08,-0.34,97.51,31.71,-41.86
-1.09,0.08,-0.36,97.09,27.23,-44.31
-1.15,0.08,-0.39,94.78,24.99,-48.16
-1.17,0.06,-0.41,93.38,21.77,-50.75
-1.18,0.04,-0.43,92.68,17.43,-53.9
-1.18,0.05,-0.44,91.7,12.95,-56.21
-1.13,0.07,-0.45,90.16,10.5,-58.1
-1.07,0.1,-0.44,87.08,11.41,-59.64
-1.02,0.12,-0.41,80.36,14.28,-62.37
-0.99,0.17,-0.38,70.14,16.31,-67.13
-0.98,0.19,-0.37,57.68,16.17,-74.83
-0.95,0.18,-0.35,48.02,15.75,-79.38
-0.92,0.13,-0.38,45.99,16.45,-80.08
-0.87,0.09,-0.41,48.02,17.57,-80.29
-0.8,0.07,-0.45,50.68,18.41,-80.85
-0.78,0.01,-0.41,59.99,19.46,-78.68
-0.75,-0.04,-0.34,68.53,21,-75.67
-0.74,-0.07,-0.29,72.1,28.49,-71.96
-0.77,-0.08,-0.28,69.79,31.78,-69.93
-0.75,-0.05,-0.33,61.04,28.91,-69.09
-0.74,-0.08,-0.31,58.17,34.79,-62.79
-0.74,-0.01,-0.3,60.9,35.35,-57.19
-0.76,0.02,-0.26,58.66,35.77,-52.64
-0.8,0.05,-0.23,55.86,35.84,-48.93
-0.86,0.1,-0.21,46.48,35.56,-47.6
-0.94,0.12,-0.24,40.67,31.78,-47.04
-1,0.13,-0.25,38.71,28.49,-45.08
-1.01,0.13,-0.28,40.39,28.28,-41.93
-1,0.16,-0.32,36.12,31.08,-38.5
-1.01,0.16,-0.32,28.91,32.34,-37.1
-1,0.16,-0.31,21.7,30.17,-35.63
-0.98,0.15,-0.31,12.53,25.9,-35.14
-0.95,0.11,-0.35,5.67,23.87,-33.46
-0.92,0.07,-0.37,-0.49,25.2,-31.92
-0.91,0.01,-0.38,-4.06,27.58,-30.45
-0.89,-0.05,-0.36,-3.71,28,-30.8
-0.87,-0.12,-0.35,-2.73,26.81,-32.41
-0.89,-0.13,-0.33,-4.9,23.45,-32.97
-0.91,-0.18,-0.32,-5.46,22.12,-34.16
-0.94,-0.19,-0.32,-8.54,20.93,-34.65
-0.97,-0.19,-0.29,-9.59,17.01,-34.16
-0.98,-0.16,-0.28,-6.65,11.76,-31.5
-0.97,-0.12,-0.29,-1.05,5.67,-28.77
-0.95,-0.09,-0.28,3.78,1.89,-26.46
-0.92,-0.02,-0.29,8.47,0.63,-22.33
-0.9,0,-0.32,13.02,0.98,-20.23
-0.86,0.01,-0.37,17.15,0.77,-18.97
-0.84,-0.01,-0.44,17.57,1.47,-19.6
-0.84,-0.04,-0.48,15.12,2.03,-21.21
-0.87,-0.09,-0.51,13.02,1.89,-23.45
-0.88,-0.17,-0.5,13.02,1.75,-25.13
-0.89,-0.24,-0.5,11.41,2.45,-27.58
-0.93,-0.22,-0.51,5.32,3.08,-29.89
-1.01,-0.16,-0.58,-7.35,3.85,-32.9
-1.09,-0.15,-0.61,-20.86,1.96,-35.21
-1.15,-0.21,-0.59,-25.97,-1.26,-35.84
-1.18,-0.29,-0.52,-27.23,-3.64,-34.58
-1.21,-0.35,-0.46,-24.22,-5.11,-31.5
-1.24,-0.36,-0.41,-17.85,-6.72,-28.7
-1.31,-0.3,-0.41,-10.57,-9.8,-24.85
-1.35,-0.24,-0.42,-6.02,-14.42,-19.32
-1.38,-0.21,-0.43,-3.57,-18.62,-14.42
-1.39,-0.19,-0.45,-2.66,-24.22,-9.8
-1.35,-0.19,-0.42,-1.75,-29.61,-4.27
-1.32,-0.2,-0.38,0.35,-34.79,5.53
-1.29,-0.18,-0.34,3.85,-40.25,15.82
-1.28,-0.16,-0.29,7.98,-47.46,27.72
-1.27,-0.13,-0.26,11.41,-52.22,39.06
-1.27,-0.1,-0.23,11.83,-57.89,48.09
-1.27,-0.04,-0.17,7.14,-63.07,56.07
-1.27,0.03,-0.15,2.52,-65.03,63.91
-1.27,0.13,-0.22,-0.28,-60.13,72.59
-1.27,0.2,-0.26,-5.25,-52.22,78.68
-1.26,0.27,-0.28,-8.19,-45.99,85.61
-1.32,0.22,-0.31,0.63,-42.56,94.01
-1.29,0.28,-0.28,8.75,-47.46,105.14
-1.28,0.24,-0.39,5.04,-54.25,111.3
-1.24,0.14,-0.4,1.19,-63.56,114.94
-1.22,0.03,-0.45,-6.65,-73.85,115.57
-1.19,-0.07,-0.5,-12.32,-72.45,116.27
-1.23,-0.14,-0.51,-16.94,-62.3,117.81
-1.28,-0.24,-0.47,-21.63,-53.9,118.02
-1.21,-0.34,-0.48,-12.74,-50.33,119.07
-1.15,-0.38,-0.4,-4.83,-43.19,124.74
-1.05,-0.32,-0.32,1.4,-32.9,140.84
-1.03,-0.38,-0.23,2.1,-12.32,149.31
-1.07,-0.22,-0.24,-15.61,-1.33,147.91
-1.02,-0.16,-0.25,-32.76,4.41,146.3
-1.03,-0.14,-0.3,-36.96,0.63,146.93
-1.03,-0.03,-0.39,-34.65,-11.13,149.94
-1.01,0.13,-0.43,-42.07,-20.86,150.99
-0.99,0.25,-0.49,-51.94,-27.86,142.87
-1.02,0.36,-0.49,-59.01,-40.88,137.34
-0.97,0.36,-0.35,-62.65,-49.14,127.82
-0.99,0.4,-0.33,-84,-54.18,114.59
-0.98,0.39,-0.3,-106.05,-52.64,102.9
-0.94,0.26,-0.36,-124.39,-60.62,96.32
-0.88,0.2,-0.32,-139.23,-67.13,86.17
-0.83,0.1,-0.29,-151.62,-77.07,75.39
-0.77,0.03,-0.28,-161.07,-86.52,65.31
-0.69,-0.06,-0.27,-161.42,-89.32,59.64
-0.63,-0.12,-0.2,-159.11,-91.35,53.06
-0.56,-0.2,-0.16,-153.44,-91.14,45.36
-0.46,-0.28,-0.13,-145.18,-89.53,40.74
-0.4,-0.33,-0.09,-131.25,-79.52,40.74
-0.35,-0.39,-0.08,-114.17,-70.28,42.28
-0.31,-0.34,-0.06,-94.92,-58.8,42.28
-0.29,-0.27,-0.04,-78.26,-48.93,41.65
-0.3,-0.16,-0.03,-65.1,-40.39,39.34
-0.33,-0.05,-0.05,-59.85,-33.11,35.56
-0.34,0.03,-0.04,-54.81,-25.48,29.89
-0.35,0.09,-0.03,-47.95,-17.08,19.67
-0.36,0.13,-0.02,-39.62,-8.05,11.76
-0.36,0.15,-0.01,-32.13,3.36,4.48
-0.37,0.15,0,-22.96,11.13,-1.05
-0.38,0.13,0.01,-16.17,18.9,-5.53
-0.41,0.12,0.03,-9.17,26.32,-9.87
-0.44,0.12,0.05,-2.73,32.97,-15.54
-0.48,0.12,0.08,3.78,37.66,-22.61
-0.51,0.14,0.09,9.03,44.17,-28.7
-0.55,0.14,0.09,14.07,49.21,-34.23
-0.66,0.11,0.22,25.48,48.93,-39.27
-0.92,0.16,0.53,47.04,34.58,-31.08
-1.11,0.54,0.59,60.83,43.19,-9.31
-1.21,0.75,0.25,35,83.37,-11.69
-1.41,0.59,-0.12,-3.08,95.27,-29.47
-1.46,0.37,-0.27,-1.68,82.18,-33.32
-1.4,0.37,-0.26,12.74,66.92,-31.15
-1.3,0.47,-0.13,10.01,54.25,-30.17
-1.18,0.54,0,4.9,50.33,-41.16
-1.11,0.53,-0.1,2.45,47.88,-51.8
-0.97,0.29,-0.17,-11.27,51.66,-53.13
-0.95,0.12,-0.15,1.4,62.65,-50.54
-1.13,0.12,-0.26,22.75,72.1,-50.75
-1.25,0.09,-0.35,33.74,69.09,-52.71
-1.27,-0.01,-0.4,35.56,65.31,-52.85
-1.23,-0.06,-0.38,39.83,64.47,-50.89
-1.18,-0.03,-0.35,48.23,66.43,-48.93
-1.1,0.02,-0.3,57.12,66.71,-49.42
-1.04,0.03,-0.28,65.94,66.57,-49.98
-1,0.03,-0.28,70.98,63.7,-49.7
-0.98,0.01,-0.31,78.61,59.78,-49.42
-0.99,0,-0.32,84.56,52.99,-48.58
-1.01,0.02,-0.34,91.7,44.1,-47.04
-1.02,0.03,-0.38,96.53,35.77,-45.64
-1.03,0.07,-0.42,98.42,30.03,-44.24
-1.05,0.09,-0.49,98.14,29.47,-44.1
-1.06,0.11,-0.49,96.95,30.31,-45.01
-1.09,0.16,-0.45,89.32,31.08,-46.41
-1.1,0.15,-0.4,90.37,28,-47.88
-1.11,0.18,-0.36,93.73,24.29,-49.7
-1.1,0.23,-0.35,89.95,20.16,-51.8
-1.06,0.26,-0.34,85.33,0,-53.76
-1.01,0.3,-0.34,75.81,16.8,-56.91
-1,0.3,-0.35,66.71,14.56,-61.46
-0.98,0.26,-0.35,58.52,11.9,-66.29
-0.99,0.23,-0.33,54.6,9.87,-70.35
-0.99,0.17,-0.33,51.73,8.75,-72.87
-0.96,0.12,-0.29,49.49,10.36,-73.5
-0.94,0.02,-0.24,52.43,17.5,-73.15
-0.87,-0.04,-0.29,61.88,19.18,-70.77
-0.84,-0.02,-0.26,70.91,16.73,-71.82
-0.82,-0.05,-0.27,72.73,16.94,-70.63
-0.78,-0.11,-0.32,80.92,18.9,-66.29
-0.77,-0.07,-0.31,74.55,21.21,-64.26
-0.77,-0.11,-0.37,67.97,20.44,-63.21
-0.74,-0.06,-0.41,62.72,23.31,-61.39
-0.76,-0.03,-0.41,59.01,24.78,-59.57
-0.79,0.1,-0.39,47.25,23.24,-58.59
-0.81,0.16,-0.35,36.26,25.55,-57.54
-0.84,0.2,-0.3,29.54,29.75,-56
-0.89,0.25,-0.29,23.31,30.73,-53.55
-0.93,0.23,-0.3,14.49,31.15,-54.11
-0.93,0.19,-0.32,8.12,33.88,-54.67
-0.95,0.14,-0.32,4.97,35,-52.85
-0.92,0.04,-0.33,6.37,34.44,-50.33
-0.85,0,-0.33,-1.05,34.16,-46.69
-0.88,-0.03,-0.34,-10.99,34.3,-42.35
-0.9,-0.12,-0.35,-12.67,36.26,-44.66
-0.92,-0.13,-0.34,-12.88,34.65,-45.29
-0.95,-0.09,-0.33,-14,29.26,-43.82
-1,-0.05,-0.27,-15.68,17.22,-41.93
-1.01,-0.05,-0.22,-9.73,4.83,-38.15
-1.01,-0.02,-0.26,-5.81,-0.35,-33.53
-0.99,0.01,-0.29,-5.04,-1.4,-28.63
-0.99,0.01,-0.28,-3.15,-4.97,-26.46
-0.95,0.01,-0.31,0.91,-6.09,-24.36
-0.88,-0.01,-0.36,1.47,-4.34,-23.45
-0.84,-0.07,-0.4,3.08,-3.01,-23.24
